image	C:/Users/diogo/OneDrive - Universidade de Lisboa/Ambiente de Trabalho/WORK/202402 - Paper SOTA/figs/fig2_new/tophat.png
intensity-scaling	0
gaussian-std	0
ridge-threshold	0.005
maximum-foreground	255
minimum-foreground	2
init-z	false
snake-point-spacing	1
minimum-snake-length	20
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.01
beta	0.1
gamma	4
external-factor	1
stretch-factor	0.2
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
5          18     134.132     278.072           0     50.3273     8.83847
5          19     135.048     278.482           0     56.5246     8.32572
5          20     135.963     278.892           0     62.7545     9.63777
5          21     136.878     279.304           0     62.2538     11.5148
5          22     137.781     279.741           0     59.1473     13.5304
5          23     138.669     280.207           0     54.3491     14.2764
5          24      139.55     280.687           0     49.3247     14.5432
5          25      140.43     281.169           0     47.1339     14.0781
5          26     141.317     281.638           0     45.9449     13.5542
5          27     142.212     282.091           0     47.4495     12.9827
5          28      143.12     282.517           0     47.5296     12.3597
5          29     144.042     282.911           0     50.4475     11.6552
5          30     144.981     283.264           0     52.6732     10.6156
5          31     145.934     283.579           0     55.6647     9.39212
5          32     146.893     283.872           0     60.4738     7.84536
5          33     147.854      284.16           0     62.9483     6.04017
5          34     148.808     284.469           0     64.0197     4.27146
5          35     149.745     284.829           0      66.298     2.89785
5          36     150.652     285.257           0     67.0293     2.16435
5          37     151.527     285.746           0     68.0254     1.95116
5          38     152.371     286.289           0     69.1506     1.77655
5          39     153.196      286.86           0     72.2493     1.93701
5          40     154.021     287.431           0     73.9348     2.51916
5          41     154.873      287.96           0     75.4315     3.33369
5          42     155.772     288.406           0     70.4079     5.15871
5          43     156.716     288.745           0     63.6967     8.64866
5          44     157.688     288.992           0     55.7857     12.0184
5          45     158.671     289.193           0     48.0105      13.527
5          46     159.654     289.391           0     41.8861     13.2503
5          47     160.631     289.618           0     37.6287     12.2345
5          48     161.596     289.894           0     34.7254     10.9183
5          49     162.543     290.225           0     31.7342      9.4407
5          50     163.476     290.593           0     29.8262      7.7507
5          51       164.4     290.984           0     29.9497     6.32729
5          52     165.319     291.386           0     29.4018     5.19956
5          53     166.241     291.781           0     30.4573     4.74975
5          54     167.173     292.153           0     30.7472     4.63699
5          55     168.121     292.479           0     30.9319     5.02961
5          56     169.089     292.743           0     31.1163      6.0726
5          57     170.074     292.932           0     30.7955     8.22472
5          58      171.07     293.054           0     32.1557     12.9891
5          59     172.067     293.164           0     35.3724     19.9105
5          60      173.05     293.367           0     43.0973     17.8906
5          61     173.971     293.764           0     51.7151      8.0652
5          62     174.774     294.365           0     56.1876     4.56225
